,rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6471,6472,7900727,K05443.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,348.61891,0.01473,-0.01473,227.3466,0.0141,-0.0141,0.282,0.1962,-0.2819,3.567,0.717,-0.717,689.0,153.0,-153.0,2.4,0.72,-0.2,253.0,,,0.97,0.84,-0.26,5.8,1.0,q1_q16_tce,5911.0,155.0,-182.0,4.519,0.034,-0.22899999999999998,0.914,0.275,-0.077,295.04797,43.650428999999995,15.306
6567,6568,9003126,K05595.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,208.02789,0.01357,-0.01357,324.5074,0.0497,-0.0497,0.6065,0.0046,-0.5034,10.82,1.5,-1.5,255.0,35.5,-35.5,1.04,0.08,-0.11,196.0,,,0.35,0.1,-0.1,8.8,1.0,q1_q16_tce,4285.0,129.0,-135.0,4.63,0.055999999999999994,-0.024,0.632,0.045,-0.066,283.62271,45.382992,14.487
4638,4639,6802536,K04883.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.9788702,,,133.5035183,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,298.03253,42.200340000000004,14.200999999999999
2652,2653,11554435,K00063.01,Kepler-63 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,9.43414171,2.136e-05,-2.136e-05,177.84346000000002,0.00177,-0.00177,0.538,0.046,-0.434,2.8112,0.0775,-0.0775,3977.0,116.0,-116.0,5.73,0.78,-0.33,791.0,,,92.39,35.49,-16.67,40.2,1.0,q1_q17_dr25_tce,5578.0,100.0,-111.0,4.518,0.035,-0.105,0.886,0.12,-0.051,289.22617,49.548199,11.582
3749,3750,9220612,K04059.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.9791616759999999,7.395e-06,-7.395e-06,132.21831,0.00593,-0.00593,0.634,0.299,-0.411,2.942,0.326,-0.326,160.2,10.7,-10.7,1.03,0.19,-0.08,1548.0,,,1357.43,777.75,-334.21,20.2,1.0,q1_q17_dr25_tce,5390.0,159.0,-159.0,4.591,0.03,-0.12,0.78,0.143,-0.061,292.79332999999997,45.628262,15.277999999999999
6970,6971,4275328,K05995.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,6.150529292000001,2.655e-06,-2.655e-06,132.522141,0.000354,-0.000354,1.236,0.295,-0.104,4.4562,0.0183,-0.0183,2417.1,9.4,-9.4,49.79,13.26,-16.23,1421.0,,,964.26,765.61,-585.16,301.4,1.0,q1_q17_dr25_tce,6691.0,190.0,-238.0,4.084,0.293,-0.158,1.565,0.417,-0.51,294.68643,39.396561,13.302999999999999
9125,9126,9899216,K07971.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.33259003,3.593e-05,-3.593e-05,132.0133,0.0277,-0.0277,0.454,0.054,-0.421,3.962,0.968,-0.968,11.9,2.3,-2.3,0.69,0.18,-0.11,2909.0,,,16962.04,13420.56,-6854.57,7.4,1.0,q1_q17_dr25_tce,8133.0,227.0,-357.0,4.146,0.081,-0.175,1.935,0.516,-0.301,295.16165,46.750637,10.886
4714,4715,5651846,K04827.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,31.1920226,0.0002638,-0.0002638,153.83296,0.0066,-0.0066,0.11,0.345,-0.11,2.849,0.21,-0.21,447.8,46.5,-46.5,1.65,0.35,-0.16,521.0,,,17.43,11.28,-4.83,11.6,1.0,q1_q17_dr25_tce,5675.0,170.0,-170.0,4.553999999999999,0.06,-0.14,0.777,0.163,-0.075,299.46869,40.82999,15.401
1679,1680,6119141,K02343.01,,FALSE POSITIVE,FALSE POSITIVE,0.056,0,0,1,0,29.0726293,0.0001249,-0.0001249,136.97364,0.00367,-0.00367,0.682,0.262,-0.462,2.516,0.11,-0.11,439.6,24.3,-24.3,2.32,0.67,-0.36,614.0,,,33.69,28.59,-12.16,20.9,1.0,q1_q17_dr25_tce,5799.0,157.0,-157.0,4.37,0.14400000000000002,-0.192,1.042,0.301,-0.162,290.37512000000004,41.43375,14.409
1686,1687,9022166,K02175.01,Kepler-368 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,26.8475962,0.0001572,-0.0001572,142.17023,0.00479,-0.00479,0.457,0.421,-0.256,10.068,0.119,-0.119,254.1,7.1,-7.1,3.2,0.55,-0.82,800.0,,,96.89,46.92,-47.08,39.2,1.0,q1_q17_dr25_tce,5508.0,110.0,,3.897,0.195,-0.09,1.988,0.34,-0.51,291.88004,45.387932,12.847999999999999
1366,1367,4263293,K01895.03,Kepler-331 d,CONFIRMED,FALSE POSITIVE,0.243,0,1,0,0,32.1340014,0.0002547,-0.0002547,142.27581999999998,0.00667,-0.00667,0.256,0.191,-0.256,2.691,0.205,-0.205,1262.0,116.0,-116.0,1.84,0.15,-0.16,346.0,,,3.39,1.05,-0.92,11.8,3.0,q1_q17_dr25_tce,4347.0,117.0,-143.0,4.73,0.05,-0.040999999999999995,0.524,0.045,-0.045,291.83432,39.307362,15.862
9422,9423,11234677,K07423.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.58742695,1.12e-07,-1.12e-07,131.9849807,5.63e-05,-5.63e-05,0.718,0.012,-0.002,2.66475,0.00216,-0.00216,76162.0,114.0,-114.0,37.64,12.68,-5.43,1893.0,,,3023.98,2879.99,-1061.95,1150.7,1.0,q1_q17_dr25_tce,6440.0,144.0,-192.0,4.313,0.09,-0.195,1.241,0.418,-0.179,286.61768,48.996811,13.296
9333,9334,10063044,K07280.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.0096715840000001,8.9e-08,-8.9e-08,131.5869372,7.26e-05,-7.26e-05,0.864,0.02,-0.021,4.3775900000000005,0.00426,-0.00426,155120.0,98.9,-98.9,125.31,27.17,-40.74,3287.0,,,27692.04,18019.48,-17038.38,1440.7,1.0,q1_q17_dr25_tce,7652.0,211.0,-316.0,3.9739999999999998,0.23399999999999999,-0.136,2.242,0.486,-0.729,286.29077,47.076221000000004,13.918
7905,7906,4832273,K06455.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,501.90703,0.04265,-0.04265,205.619,0.0416,-0.0416,0.0805,0.3611,-0.0805,12.43,1.9,-1.9,306.9,39.8,-39.8,1.83,0.79,-0.2,254.0,,,0.99,1.27,-0.3,10.3,1.0,q1_q17_dr24_tce,6316.0,165.0,-206.0,4.413,0.069,-0.069,1.036,0.451,-0.111,290.76251,39.910647999999995,14.130999999999998
9130,9131,9839062,K07968.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,424.623345,0.002303,-0.002303,218.25955,0.00474,-0.00474,0.819,0.027,-0.043,9.666,0.273,-0.273,5132.1,98.2,-98.2,8.13,2.68,-0.88,265.0,,,1.17,1.12,-0.38,60.2,1.0,q1_q17_dr25_tce,6339.0,176.0,-242.0,4.454,0.055999999999999994,-0.22399999999999998,1.017,0.334,-0.111,295.06592,46.686432,15.513
5307,5308,3644601,K03862.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,119.686505,0.003636,-0.003636,176.0608,0.0244,-0.0244,1.221,68.37,-0.213,29.33,1.4,-1.4,842.7,35.1,-35.1,23.0,6.18,-2.07,341.0,,,3.21,2.55,-0.85,27.1,3.0,q1_q17_dr25_tce,5715.0,155.0,-172.0,4.537,0.055,-0.17600000000000002,0.834,0.224,-0.075,291.18866,38.751259000000005,15.164000000000001
8216,8217,6614748,K06745.01,,CANDIDATE,CANDIDATE,,0,0,0,0,383.85362,0.01802,-0.01802,426.5941,0.0346,-0.0346,0.5927,0.0136,-0.5111,9.76,1.6,-1.6,422.9,65.8,-65.8,2.78,1.22,-0.46,314.0,,,2.29,2.91,-0.94,7.5,1.0,q1_q17_dr24_tce,6675.0,150.0,-279.0,4.341,0.076,-0.076,1.293,0.572,-0.211,294.28693,42.032790999999996,15.232000000000001
3260,3261,5791986,K00413.02,Kepler-151 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,24.67458244,8.145e-05,-8.145e-05,146.77261000000001,0.00251,-0.00251,0.817,0.096,-0.565,3.2648,0.0828,-0.0828,650.6,22.2,-22.2,2.33,0.5,-0.22,544.0,,,20.71,13.74,-5.61,31.9,2.0,q1_q17_dr25_tce,5456.0,164.0,-164.0,4.562,0.045,-0.135,0.812,0.175,-0.075,292.16278,41.023239000000004,14.769
5526,5527,7431709,K07838.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.572513875,7.271e-06,-7.271e-06,131.776,0.012,-0.012,0.04,0.42,-0.039,2.353,0.38,-0.38,49.3,6.0,-6.0,0.52,0.07,-0.05,1779.0,,,2365.45,1014.43,-641.4,10.2,1.0,q1_q17_dr25_tce,5171.0,153.0,-153.0,4.5760000000000005,0.042,-0.07200000000000001,0.76,0.097,-0.071,287.39417000000003,43.080681,15.078
9224,9225,9159198,K07929.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,3.04463691,7.901e-05,-7.901e-05,132.4477,0.0213,-0.0213,0.322,0.131,-0.322,6.656,0.603,-0.603,47.0,5.3,-5.3,0.68,0.21,-0.07,1321.0,,,721.48,667.68,-219.85,10.4,1.0,q1_q17_dr25_tce,6181.0,175.0,-218.0,4.474,0.054000000000000006,-0.20199999999999999,0.98,0.306,-0.102,293.65582,45.511108,14.886
2528,2529,7428736,K02827.01,Kepler-1358 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,7.06321927,4.761e-05,-4.761e-05,132.52395,0.00599,-0.00599,0.56,0.412,-0.354,2.411,0.166,-0.166,207.2,19.3,-19.3,1.21,0.19,-0.16,827.0,,,110.22,56.37,-36.29,12.6,1.0,q1_q17_dr25_tce,5305.0,159.0,-159.0,4.489,0.10800000000000001,-0.132,0.818,0.13,-0.106,286.17053,43.008911,14.572000000000001
2967,2968,8565266,K00578.01,Kepler-608 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.412512952999999,5.0360000000000006e-06,-5.0360000000000006e-06,169.879804,0.000616,-0.000616,0.553,0.037,-0.381,5.2677,0.0434,-0.0434,1156.4,7.6,-7.6,3.89,1.18,-0.63,1069.0,,,308.76,283.35,-120.95,183.1,1.0,q1_q17_dr25_tce,6026.0,190.0,-211.0,4.3660000000000005,0.10800000000000001,-0.201,1.108,0.334,-0.18,293.88293,44.638088,14.684000000000001
6510,6511,8890417,K05580.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,173.219879,0.002862,-0.002862,201.2993,0.0119,-0.0119,0.5113,0.4676,-0.2697,1.875,0.411,-0.411,239.5,56.0,-56.0,2.41,1.22,-0.65,405.0,,,6.39,9.75,-3.42,5.7,1.0,q1_q16_tce,6007.0,164.0,-203.0,4.158,0.21,-0.276,1.518,0.768,-0.41,293.61044,45.160938,13.957
627,628,9875711,K00956.01,Kepler-742 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.360870704,6.061e-06,-6.061e-06,175.64459,0.000571,-0.000571,0.494,0.002,-0.477,2.7144,0.0338,-0.0338,2039.7,19.2,-19.2,3.67,0.22,-0.36,690.0,,,53.68,14.26,-14.96,120.9,1.0,q1_q17_dr25_tce,4743.0,142.0,-142.0,4.516,0.102,-0.748,0.81,0.049,-0.079,283.86602999999997,46.789589,15.222999999999999
1417,1418,8956206,K02048.01,Kepler-1071 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.17998508,1.553e-05,-1.553e-05,132.72278,0.00207,-0.00207,0.175,0.29,-0.175,2.1094,0.0684,-0.0684,750.5,29.4,-29.4,2.12,0.14,-0.11,814.0,,,104.06,23.58,-18.0,29.0,1.0,q1_q17_dr25_tce,5149.0,103.0,-103.0,4.551,0.040999999999999995,-0.045,0.791,0.051,-0.042,293.05801,45.248821,15.800999999999998
6890,6891,11355925,K05890.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,263.30198,0.005096,-0.005096,308.8678,0.0126,-0.0126,0.1782,0.3054,-0.1781,2.213,0.541,-0.541,377.6,73.2,-73.2,2.19,0.74,-0.43,308.0,,,2.11,2.09,-0.88,5.6,1.0,q1_q16_tce,5758.0,161.0,-146.0,4.277,0.19,-0.214,1.132,0.378,-0.223,294.52682000000004,49.175072,14.225
4482,4483,12253769,K03310.01,,CANDIDATE,CANDIDATE,0.904,0,0,0,0,20.5512722,0.0001597,-0.0001597,141.087,0.00573,-0.00573,0.946,0.005,-0.676,4.639,0.134,-0.134,191.2,11.2,-11.2,1.64,0.18,-0.13,607.0,,,32.01,10.6,-6.79,20.0,1.0,q1_q17_dr25_tce,5401.0,108.0,-97.0,4.4639999999999995,0.075,-0.08199999999999999,0.918,0.1,-0.073,288.80457,50.99062,13.55
6331,6332,8509781,K05529.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,70.335879746,4.194e-06,-4.194e-06,198.94732580000002,4.72e-05,-4.72e-05,1.04,0.248,-0.01,4.65625,0.00271,-0.00271,24418.0,13.7,-13.7,29.56,6.21,-2.88,455.0,,,10.1,6.16,-2.89,2148.6,1.0,q1_q17_dr25_tce,6081.0,145.0,-199.0,4.478,0.05,-0.15,0.966,0.203,-0.094,296.83002,44.549149,11.700999999999999
284,285,5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,33.80364366,2.278e-05,-2.278e-05,202.25973100000002,0.000544,-0.000544,0.023,0.088,-0.023,11.4813,0.0187,-0.0187,13494.0,26.6,-26.6,20.7,3.24,-4.86,745.0,,,72.71,32.55,-33.45,529.9,1.0,q1_q17_dr25_tce,5855.0,117.0,-117.0,3.9989999999999997,0.196,-0.084,1.796,0.281,-0.422,297.47586,41.114288,13.109000000000002
7872,7873,8845221,K07098.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.40346248,1.6e-07,-1.6e-07,133.7451943,2.48e-05,-2.48e-05,0.521,0.174,-0.177,7.6494,0.0239,-0.0239,261350.0,0.0,0.0,108.46,25.92,-48.05,1559.0,,,1398.38,1022.56,-1020.19,2851.3,1.0,q1_q17_dr25_tce,6350.0,194.0,-214.0,3.9210000000000003,0.413,-0.138,1.984,0.474,-0.879,300.20993,45.003059,13.615
5720,5721,4864734,K03944.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.8456105230000002,3.5589999999999997e-06,-3.5589999999999997e-06,131.80574,0.00178,-0.00178,1.22,6.594,-0.048,2.337,0.0959,-0.0959,374.1,13.7,-13.7,77.83,20.26,-47.28,2502.0,,,9283.04,7634.38,-8024.34,33.3,1.0,q1_q17_dr25_tce,5974.0,209.0,-188.0,3.639,0.6970000000000001,-0.16399999999999998,2.978,0.775,-1.809,298.69202,39.984039,13.809000000000001
8680,8681,3247294,K06316.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,67.41958542,1.86e-05,-1.86e-05,133.431122,0.000196,-0.000196,0.72,0.076,-0.034,7.645,0.0134,-0.0134,182170.0,329.0,-329.0,49.46,12.85,-6.89,470.0,,,11.48,8.79,-3.94,836.0,1.0,q1_q17_dr25_tce,6071.0,163.0,-181.0,4.425,0.11599999999999999,-0.188,0.962,0.25,-0.134,294.43991,38.38084,13.924000000000001
3040,3041,9607164,K00587.01,Kepler-614 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.03490255,2.387e-05,-2.387e-05,171.60491000000002,0.0013,-0.0013,0.66,0.037,-0.486,3.638,0.0598,-0.0598,851.8,15.9,-15.9,2.41,0.32,-0.28,641.0,,,39.97,17.47,-11.97,60.9,1.0,q1_q17_dr25_tce,5258.0,158.0,-142.0,4.513,0.095,-0.086,0.785,0.102,-0.091,298.38482999999997,46.276039000000004,14.574000000000002
1865,1866,9641481,K02152.01,Kepler-1122 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,42.1918331,0.0003561,-0.0003561,155.31211000000002,0.00693,-0.00693,0.067,0.398,-0.067,7.083,0.19,-0.19,488.7,21.7,-21.7,2.35,0.32,-0.33,526.0,,,18.08,6.66,-5.37,25.7,1.0,q1_q17_dr25_tce,5520.0,74.0,-74.0,4.3389999999999995,0.138,-0.10300000000000001,1.08,0.15,-0.15,288.28052,46.3409,15.06
4257,4258,8443265,K04584.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,0.614701901,3.167e-06,-3.167e-06,132.08465,0.00453,-0.00453,0.2344,0.2451,-0.2344,0.947,0.155,-0.155,131.6,16.8,-16.8,0.82,0.14,-0.08,1656.0,,,1779.79,1016.34,-505.89,11.2,,,4954.0,189.0,-156.0,4.563,0.061,-0.121,0.724,0.118,-0.071,296.20569,44.498989,15.892999999999999
1211,1212,7838655,K01464.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.113202658,3.0239999999999998e-06,-3.0239999999999998e-06,356.32832,0.00114,-0.00114,3.178,4.431,-0.656,3.5234,0.0429,-0.0429,2104.8,26.0,-26.0,207.71,47.2,-21.79,1281.0,,,635.47,466.85,-189.97,97.2,1.0,q1_q17_dr25_tce,5482.0,197.0,-180.0,4.502,0.077,-0.14300000000000002,0.858,0.195,-0.09,296.91724,43.517528999999996,15.465
996,997,9970525,K00154.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,30.00908916,,,139.70643,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,298.74422999999996,46.830090000000006,13.174000000000001
5935,5936,6447372,K05285.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,405.32064,0.028,-0.028,443.8561,0.0458,-0.0458,0.2964,0.1494,-0.2963,7.77,1.2,-1.2,561.7,86.4,-86.4,1.34,0.11,-0.1,166.0,,,0.18,0.06,-0.04,6.2,1.0,q1_q16_tce,4694.0,135.0,-131.0,4.68,0.052000000000000005,-0.037000000000000005,0.574,0.046,-0.043,293.28232,41.854622,14.955
2600,2601,7903086,K02761.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,1.846861455,4.027e-06,-4.027e-06,131.90493,0.00209,-0.00209,0.48,0.043,-0.453,1.6605,0.0539,-0.0539,648.6,20.9,-20.9,2.23,0.62,-0.16,1337.0,,,753.4,624.67,-186.98,35.9,1.0,q1_q17_dr25_tce,5591.0,166.0,-183.0,4.559,0.033,-0.187,0.86,0.237,-0.063,295.77367999999996,43.671951,15.880999999999998
9373,9374,8329346,K08275.01,,CANDIDATE,CANDIDATE,0.229,0,0,0,0,389.875816,0.007194,-0.007194,273.6498,0.0142,-0.0142,0.576,0.006,-0.477,3.336,0.422,-0.422,2134.0,296.0,-296.0,3.76,0.63,-0.29,207.0,,,0.44,0.24,-0.11,8.9,1.0,q1_q17_dr25_tce,5289.0,185.0,-167.0,4.588,0.027999999999999997,-0.11900000000000001,0.79,0.133,-0.061,300.69672,44.298409,15.953
6526,6527,10777591,K05827.01,Kepler-1637 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,6.10968225,6.031e-05,-6.031e-05,133.80253000000002,0.00946,-0.00946,0.108,0.336,-0.108,5.735,0.254,-0.254,60.3,3.8,-3.8,0.79,0.23,-0.19,1093.0,,,337.78,301.92,-166.01,18.6,1.0,q1_q17_dr25_tce,6024.0,197.0,-197.0,4.309,0.253,-0.207,1.009,0.293,-0.24,282.23685,48.154243,13.328
8225,8226,7461521,K06882.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.7735301,2.751e-05,-2.751e-05,132.1961,0.0438,-0.0438,0.336,0.133,-0.336,1.335,0.125,-0.125,185.4,16.5,-16.5,1.87,0.59,-0.44,2474.0,,,8868.22,8299.29,-4457.93,14.2,1.0,q1_q17_dr25_tce,6296.0,177.0,-243.0,4.217,0.185,-0.185,1.35,0.427,-0.32,296.28384,43.033981,14.752
6687,6688,9147029,K05626.01,,CANDIDATE,CANDIDATE,,0,0,0,0,397.499229,0.003157,-0.003157,418.76194,0.00404,-0.00404,0.5839,0.0017,-0.4824,8.019,0.189,-0.189,2629.7,94.5,-94.5,6.57,3.9,-0.91,293.0,,,1.73,3.15,-0.64,34.8,1.0,q1_q16_tce,6423.0,170.0,-267.0,4.37,0.066,-0.33799999999999997,1.231,0.73,-0.17,288.43582000000004,45.519852,15.312000000000001
12,13,6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,3.5224984289999997,1.98e-07,-1.98e-07,121.1194228,4.71e-05,-4.71e-05,0.631,0.007,-0.007,3.19843,0.006529999999999999,-0.006529999999999999,9145.7,6.6,-6.6,14.59,1.11,-1.11,1521.0,,,1264.67,307.23,-276.48,1741.5,1.0,q1_q17_dr25_tce,6225.0,112.0,-137.0,4.169,0.055,-0.045,1.451,0.11,-0.11,281.28812,42.45108,13.562999999999999
1104,1105,8082001,K01570.01,Kepler-893 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,6.33855946,1.273e-05,-1.273e-05,354.85104,0.00146,-0.00146,0.907,0.004,-0.635,3.4617,0.0884,-0.0884,721.7,14.1,-14.1,3.31,1.09,-0.37,1034.0,,,270.47,272.24,-87.75,57.4,1.0,q1_q17_dr25_tce,6108.0,193.0,-236.0,4.466,0.055999999999999994,-0.22399999999999998,1.03,0.341,-0.114,284.96304,43.91301,15.182
8723,8724,11811382,K05934.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,19.3854894,0.0006356,-0.0006356,142.34859,0.00512,-0.00512,0.0074,0.503,-0.0073,1.031,0.238,-0.238,4560.0,1128.0,-1128.0,6.13,2.97,-0.83,632.0,,,37.73,56.56,-12.21,2.7,1.0,q1_q17_dr24_tce,5432.0,172.0,-133.0,4.42,0.122,-0.314,0.913,0.443,-0.124,290.36365,50.052608,13.890999999999998
7971,7972,6447326,K06711.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,4.3206933,0.0002215,-0.0002215,131.8905,0.0507,-0.0507,0.973,0.004,-0.01,50.68,2.5,-2.5,147.9,8.1,-8.1,1.66,0.5,-0.2,1205.0,,,499.09,455.85,-166.53,35.7,1.0,q1_q17_dr25_tce,6225.0,185.0,-222.0,4.45,0.062,-0.2,1.031,0.314,-0.126,293.26874,41.850719,15.604000000000001
2644,2645,9650989,K03095.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.42390809,1.79e-05,-1.79e-05,132.88326,0.00423,-0.00423,0.213,0.243,-0.213,1.773,0.134,-0.134,153.1,14.0,-14.0,1.25,0.2,-0.08,1212.0,,,508.75,211.76,-92.51,13.1,1.0,q1_q17_dr25_tce,5788.0,78.0,-86.0,4.442,0.051,-0.11900000000000001,1.015,0.161,-0.069,292.57336000000004,46.36684,15.067
4862,4863,6431670,K03534.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,29.911334059,5.435e-06,-5.435e-06,153.59549099999998,0.000133,-0.000133,0.559,0.01,-0.011,7.26916,0.0071,-0.0071,354380.0,317.0,-317.0,47.83,7.54,-3.47,471.0,,,11.68,6.35,-3.0,1349.8,1.0,q1_q17_dr25_tce,5303.0,191.0,-191.0,4.632,0.032,-0.09699999999999999,0.704,0.111,-0.051,287.88482999999997,41.879349,16.128
4319,4320,12265786,K04595.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,0.597018404,1.076e-06,-1.076e-06,131.71277,0.00159,-0.00159,0.44,0.5,-0.244,0.4778,0.0842,-0.0842,245.4,16.4,-16.4,1.09,0.13,-0.07,1578.0,,,1473.77,638.02,-314.68,16.5,1.0,q1_q17_dr25_tce,4985.0,149.0,-134.0,4.675,0.025,-0.07,0.63,0.081,-0.04,295.41479,50.979012,15.509
4279,4280,6527078,K04657.01,,CANDIDATE,CANDIDATE,0.521,0,0,0,0,7.57600886,8.526e-05,-8.526e-05,135.6293,0.011,-0.011,0.267,0.191,-0.267,3.361,0.207,-0.207,49.0,4.5,-4.5,0.54,0.09,-0.05,778.0,,,86.87,47.22,-23.34,12.5,1.0,q1_q17_dr25_tce,5361.0,159.0,-159.0,4.588,0.038,-0.113,0.774,0.133,-0.071,293.29278999999997,41.997589000000005,13.241
1881,1882,2853780,K02081.01,,CANDIDATE,CANDIDATE,0.881,0,0,0,0,6.2141496,3.047e-05,-3.047e-05,132.25182,0.00412,-0.00412,0.403,0.023,-0.403,10.141,0.109,-0.109,183.4,3.9,-3.9,4.27,1.26,-2.95,1506.0,,,1216.48,1125.91,-1115.23,53.4,1.0,q1_q17_dr25_tce,5295.0,184.0,-184.0,3.617,0.84,-0.21,3.152,0.933,-2.176,291.72916000000004,38.070019,13.439
6197,6198,6116605,K05238.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,419.21314,0.0192,-0.0192,164.0745,0.0431,-0.0431,0.9597,0.0135,-0.6675,6.385,0.78,-0.78,2084.0,218.0,-218.0,5.06,0.0,0.0,243.0,,,0.83,0.0,0.0,9.6,1.0,q1_q16_tce,5780.0,,,4.438,,,1.0,,,289.62195,41.456196000000006,11.0
9395,9396,4076976,K03124.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,4.8807805,0.0001066,-0.0001066,133.705,0.019,-0.019,0.581,0.048,-0.47,9.4,0.571,-0.571,79.0,5.9,-5.9,0.48,0.02,-0.03,706.0,,,58.98,12.75,-13.88,15.9,1.0,q1_q17_dr25_tce,4763.0,131.0,-164.0,4.738,0.045,-0.021,0.516,0.023,-0.032,296.25167999999996,39.18399,14.203
3464,3465,9597345,K00711.02,Kepler-218 b,CONFIRMED,CANDIDATE,0.972,0,0,0,0,3.619309734,6.754e-06,-6.754e-06,135.44163999999998,0.00157,-0.00157,0.116,0.343,-0.116,3.0504,0.0489,-0.0489,206.6,5.0,-5.0,1.47,0.23,-0.15,1156.0,,,422.53,186.05,-110.91,47.4,2.0,q1_q17_dr25_tce,5497.0,109.0,-109.0,4.394,0.09,-0.11,1.046,0.161,-0.111,295.41281000000004,46.266472,13.967
940,941,6847018,K01349.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,16.66216657,1.727e-05,-1.727e-05,142.186468,0.000839,-0.000839,7.444,66.78,-6.476,3.8762,0.0409,-0.0409,27442.0,286.0,-286.0,843.45,280.7,-93.8,834.0,,,114.41,108.82,-34.34,114.5,1.0,q1_q17_dr25_tce,6440.0,153.0,-192.0,4.38,0.068,-0.21600000000000003,1.169,0.389,-0.13,286.30026000000004,42.374828,13.344000000000001
7242,7243,10288922,K06078.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,10.157715971,5.072e-06,-5.072e-06,139.442275,0.000396,-0.000396,1.268,1.809,-0.206,2.9526,0.0225,-0.0225,9520.1,67.2,-67.2,42.27,13.08,-4.07,853.0,,,125.42,118.65,-38.51,168.0,1.0,q1_q17_dr25_tce,5993.0,193.0,-241.0,4.489,0.05,-0.212,0.986,0.305,-0.095,297.15894,47.319191,15.589
